X,Y,class
7.96638,9.24507,0
5.71989,7.64221,0
8.72389,7.52012,0
7.86289,9.18419,0
7.56113,6.36096,0
7.14998,7.76325,0
6.03054,6.99619,0
7.07144,8.69408,0
8.60188,7.88244,0
8.11955,7.80987,0
8.38283,8.97453,0
8.71061,8.27751,0
9.61452,9.71805,0
7.17336,8.51192,0
8.02855,8.25471,0
8.63468,8.49888,0
8.60661,7.168,0
8.47476,8.47855,0
7.16518,7.55693,0
7.55277,5.54896,0
7.71491,9.86292,0
6.32101,8.34122,0
7.09479,7.58782,0
8.76485,8.10739,0
6.44239,10.8783,0
8.18614,7.09168,0
8.21019,7.83099,0
8.74652,7.14624,0
9.63276,8.72566,0
7.64427,6.45931,0
7.84412,6.54661,0
8.67196,8.52584,0
7.45676,7.08263,0
9.42162,6.80165,0
8.38609,6.3702,0
7.7864,8.65276,0
8.11206,8.27194,0
7.65853,7.23419,0
6.86534,9.43745,0
8.81141,7.90012,0
8.71031,8.98143,0
7.34442,7.81048,0
7.53309,5.84593,0
8.21407,7.73372,0
7.96635,9.98806,0
9.22959,6.37062,0
8.31053,9.25352,0
7.35564,8.24542,0
7.61471,5.58462,0
6.39118,5.47052,0
9.35796,7.83907,0
8.98561,7.71618,0
7.64954,7.00804,0
8.57361,8.8407,0
9.35347,7.83882,0
8.97765,6.84176,0
10.0412,8.96177,0
7.78912,7.98091,0
8.13407,8.10102,0
9.25797,7.84941,0
7.99124,8.77997,0
9.50618,6.93118,0
7.46306,8.3222,0
6.76186,7.4596,0
9.03382,8.65872,0
8.11085,8.5836,0
9.06134,6.19053,0
7.77962,8.20043,0
7.7508,7.48707,0
9.04538,9.32625,0
7.28252,9.49218,0
6.79338,8.06786,0
6.70638,9.28572,0
6.8758,8.69525,0
8.03526,9.01228,0
6.81198,7.45684,0
7.43334,7.24701,0
8.1531,7.95506,0
9.22409,8.52513,0
8.37985,8.40474,0
8.18823,9.22676,0
8.35267,5.37632,0
8.73051,7.92742,0
9.54703,6.81909,0
7.41175,8.28254,0
6.83557,7.96178,0
8.79458,6.26642,0
7.97894,6.72505,0
8.54184,10.3628,0
8.03312,6.59954,0
8.49995,7.06109,0
8.10207,8.79717,0
9.4592,7.62803,0
7.94864,7.20841,0
6.16858,7.68797,0
7.88805,8.06848,0
6.61782,6.01962,0
7.79737,7.32006,0
7.94589,8.39499,0
6.82368,8.12949,0
7.11809,7.99941,0
8.89459,6.89853,0
7.13304,8.21518,0
9.09746,6.96737,0
7.50616,7.53464,0
7.9593,7.51049,0
8.03908,7.2244,0
9.55956,7.42132,0
6.69098,6.58802,0
7.91657,5.67969,0
8.92433,6.66498,0
7.82462,6.50451,0
7.62216,7.67056,0
8.2472,5.83585,0
7.88389,7.71404,0
7.56151,8.62357,0
7.36932,8.28215,0
9.45012,6.6433,0
8.43792,7.21579,0
6.95151,8.05276,0
9.77095,9.29541,0
8.73638,7.94459,0
8.91402,7.54671,0
7.15418,9.19995,0
9.13347,7.89824,0
9.27376,8.17074,0
6.56317,6.74263,0
8.77628,6.78079,0
7.82661,7.36274,0
9.211,5.76072,0
6.19522,5.78791,0
9.75342,8.13831,0
7.09382,7.62701,0
7.9231,8.03881,0
7.47379,8.08495,0
7.44331,7.70727,0
8.04032,7.13388,0
7.21423,7.67628,0
9.46337,8.3702,0
8.41889,8.20374,0
7.11259,7.96328,0
7.22632,6.92922,0
8.10657,9.0685,0
8.49348,8.19459,0
8.41687,7.09368,0
9.3177,8.01065,0
7.14183,6.41539,0
7.77503,6.68631,0
7.24702,9.39409,0
8.00863,9.52413,0
7.3087,6.79584,0
9.5095,7.45597,0
11.7678,7.92498,0
7.51563,9.39353,0
7.65629,7.66014,0
7.12754,8.6023,0
10.3374,8.34268,0
8.84479,7.51903,0
7.26069,8.3321,0
6.82482,6.69124,0
7.25031,8.55065,0
6.84465,7.94664,0
7.44541,9.84953,0
8.21859,7.95347,0
8.40322,8.34866,0
8.98616,8.07071,0
7.12877,9.03641,0
9.6327,8.46531,0
9.41216,6.69423,0
8.35393,6.56475,0
8.97404,9.16802,0
7.3315,7.49961,0
8.16275,8.40049,0
8.58389,8.69049,0
7.40672,8.36854,0
8.45567,6.35361,0
7.27486,6.38402,0
6.92091,6.75768,0
8.45851,8.63882,0
8.24568,7.99087,0
9.33309,10.1356,0
8.31811,8.58639,0
7.4109,7.18282,0
6.82646,6.06883,0
5.71548,7.9936,0
9.43207,7.75187,0
6.67563,8.91592,0
8.35977,9.58252,0
7.5206,8.94141,0
7.24893,7.91927,0
8.76806,8.17545,0
6.73189,9.52726,0
7.11327,7.47839,0
8.14931,7.46567,0
9.54105,9.28226,0
8.46726,8.49815,0
7.99492,7.13623,0
9.32883,4.96007,0
9.17694,8.15292,0
7.09209,6.4897,0
8.57024,7.56448,0
9.8499,7.42191,0
7.75703,9.09929,0
8.88632,9.67031,0
8.63794,8.75206,0
7.21166,9.44083,0
8.1285,6.61465,0
8.27546,5.91521,0
6.74382,9.77364,0
7.4727,8.33169,0
8.42813,7.73037,0
7.09171,7.61695,0
7.32837,8.20729,0
5.81893,6.72585,0
6.87396,9.07134,0
6.19197,8.36257,0
6.67307,6.79991,0
7.79308,7.69671,0
8.10462,7.40903,0
9.19786,7.21546,0
8.44972,8.28482,0
7.39394,9.212,0
9.07937,8.98154,0
7.61375,7.12343,0
7.80335,7.78786,0
7.34962,9.44537,0
9.24666,7.7292,0
7.87001,7.75656,0
7.56614,8.21608,0
9.00936,7.75048,0
6.49981,7.60855,0
7.26446,9.04573,0
8.48746,9.4584,0
8.12459,7.6383,0
7.52141,7.78228,0
8.47973,7.69964,0
6.63676,8.45919,0
8.35734,8.61259,0
8.81719,7.28895,0
9.96781,6.99183,0
7.86995,7.40703,0
9.13437,7.8276,0
8.53358,8.11294,0
7.73586,7.46328,0
5.66488,7.81264,0
6.73053,8.31481,0
8.98783,7.01664,0
6.96735,7.4856,0
6.69175,7.91914,0
8.32052,7.96819,0
8.93955,9.02779,0
7.19401,7.07043,0
9.23235,7.47694,0
8.80048,7.82348,0
7.42204,8.15001,0
7.64092,5.68224,0
8.29308,6.83764,0
9.63849,9.77947,0
6.26149,9.02163,0
8.57007,8.12511,0
8.72523,8.25648,0
7.85477,8.06088,0
9.08849,8.73451,0
8.51865,7.25278,0
8.03296,7.4527,0
8.88472,6.8745,0
7.69642,7.50172,0
8.14942,9.77018,0
8.65215,8.07689,0
7.008,9.05675,0
9.95615,7.6027,0
8.32674,7.99214,0
8.41638,8.89624,0
6.41761,8.20099,0
7.48858,8.4248,0
6.84402,9.41664,0
9.36711,8.09034,0
8.51243,8.20686,0
9.4203,7.29322,0
8.51026,7.57418,0
8.3541,8.37065,0
8.39511,8.18033,0
6.95136,7.98162,0
9.62422,6.23504,0
7.61667,6.60608,0
8.85131,6.77918,0
8.99318,7.93114,0
8.6158,7.92691,0
7.70116,6.52235,0
9.42845,8.13562,0
6.02829,7.32589,0
8.13139,8.47852,0
8.10795,7.3461,0
7.71259,6.96309,0
7.22611,8.69358,0
7.54465,7.67207,0
7.34376,8.29834,0
7.049,7.63793,0
9.00204,7.70185,0
6.74451,7.8598,0
7.75726,8.35194,0
6.63894,9.68548,0
8.80545,6.82406,0
8.25124,8.85326,0
7.65732,7.62347,0
7.80692,8.62652,0
7.99934,9.12213,0
9.02867,9.05305,0
8.68825,10.3146,0
8.06968,9.41673,0
7.66299,8.50304,0
8.23883,8.10521,0
7.01269,7.91108,0
8.00035,7.49193,0
7.49339,7.36072,0
7.87764,8.52513,0
8.64682,6.85661,0
8.0504,10.0314,0
7.44107,9.06661,0
7.95442,8.41384,0
8.34679,7.19945,0
7.93576,7.81841,0
8.60753,7.55179,0
6.81235,8.01671,0
6.97016,8.61639,0
6.06831,5.90411,0
7.80488,7.48744,0
7.29521,8.59469,0
7.68362,8.11728,0
7.39751,7.27861,0
9.55257,5.88965,0
7.17903,7.15641,0
8.34674,8.74255,0
6.69712,8.5597,0
9.49506,6.01933,0
9.58297,5.9761,0
9.13216,7.59074,0
8.55181,5.76638,0
7.68272,8.22097,0
8.72088,7.69498,0
8.37033,6.98313,0
6.75854,8.37376,0
6.39837,6.40141,0
7.32431,9.78011,0
7.33357,8.62222,0
7.11213,7.57762,0
6.35571,8.51087,0
7.66644,8.5474,0
9.3417,8.06071,0
8.37587,9.45934,0
7.01684,8.4899,0
8.42392,7.89258,0
7.7843,8.22059,0
8.21676,7.58778,0
8.16958,9.29672,0
8.30962,7.68158,0
7.86405,7.81672,0
7.59537,7.94662,0
7.27657,8.4581,0
7.09172,7.67612,0
7.46075,7.63121,0
8.53762,6.14921,0
8.39502,9.48582,0
9.36257,8.71874,0
8.44231,4.88452,0
7.89886,8.96287,0
8.59704,7.78928,0
8.35315,8.5549,0
7.07815,7.48166,0
7.08725,9.20321,0
7.00095,7.24574,0
6.77428,7.26532,0
6.76958,8.74223,0
10.2241,8.09639,0
9.22919,8.38393,0
8.71844,6.63464,0
8.10987,9.06727,0
8.05292,9.45929,0
5.50977,9.69066,0
8.81149,6.84439,0
7.43019,6.91687,0
7.57892,7.75978,0
7.65387,6.86977,0
6.24018,9.03977,0
7.39114,8.43917,0
6.89,6.98227,0
9.38304,7.91243,0
8.25704,9.29758,0
8.14629,8.20989,0
8.1714,5.96191,0
9.62812,9.69232,0
8.0269,7.28272,0
7.60789,7.4683,0
6.1596,6.3763,0
7.25197,8.78512,0
5.54725,8.15524,0
8.49595,10.0926,0
7.63043,8.70079,0
6.69909,7.79974,0
9.50314,9.28416,0
7.76262,8.35655,0
9.58857,8.49653,0
8.1072,6.86391,0
7.53436,9.90794,0
6.10068,6.68605,0
8.21438,7.41215,0
7.91526,7.99813,0
9.58643,9.7166,0
7.22316,8.22359,0
7.40152,7.76582,0
8.03662,7.85739,0
8.13257,7.0528,0
8.98364,7.70556,0
7.82445,8.97323,0
6.45969,6.95724,0
7.3171,9.67089,0
7.36333,7.69355,0
8.7529,7.40502,0
8.46229,9.09235,0
8.37965,9.15708,0
9.0453,6.87827,0
8.42311,6.83257,0
7.75302,5.8049,0
6.83758,9.39912,0
7.02076,8.67269,0
9.28629,7.29332,0
7.53711,8.25606,0
7.04319,7.54998,0
7.84912,7.52509,0
6.53014,9.10434,0
8.43267,8.20031,0
5.47777,7.2285,0
6.74345,7.38758,0
8.79255,6.83122,0
8.98616,7.29971,0
7.43784,9.70008,0
8.00626,6.71319,0
6.52603,7.82842,0
11.935,6.98585,0
7.3788,7.52327,0
8.51693,6.58649,0
5.65967,7.10164,0
8.99374,8.40298,0
7.97987,9.15232,0
7.18437,9.44703,0
8.48131,6.13772,0
7.3994,8.83314,0
7.21758,8.35362,0
8.69147,8.21883,0
9.25122,8.37843,0
9.80648,6.53522,0
6.69602,7.8783,0
6.41989,6.7004,0
7.41705,5.28204,0
8.88902,5.88348,0
8.51576,7.02228,0
8.69526,6.59806,0
8.33129,8.70098,0
8.80898,8.68513,0
7.41714,8.77246,0
9.3883,8.44507,0
6.83525,10.0428,0
9.03966,7.25661,0
8.13843,9.31687,0
9.67398,8.27883,0
8.91148,9.30458,0
6.50008,6.56494,0
7.28318,7.26173,0
7.88792,7.80826,0
8.73726,7.59636,0
7.7169,9.62711,0
7.30682,9.90863,0
7.2969,9.25674,0
7.89121,9.22807,0
8.54449,8.36715,0
8.87318,9.32442,0
7.81394,7.41793,0
8.63118,7.14617,0
8.20834,8.44883,0
7.46656,10.2181,0
8.75446,6.9701,0
8.38141,8.75936,0
8.06271,8.55165,0
6.94852,8.70327,0
8.54054,9.50495,0
8.1308,7.62987,0
7.86864,8.27325,0
7.91866,5.32221,0
7.48652,7.39227,0
8.26727,6.87038,0
6.18818,8.82679,0
8.82565,11.0263,0
7.44713,7.93058,0
6.88909,7.68262,0
9.00267,7.88067,0
6.82917,10.1036,0
8.62118,8.07102,0
8.48155,8.84259,0
6.789,7.50894,0
7.66344,7.49029,0
8.64709,8.70296,0
8.69474,9.45733,0
9.33787,8.38643,0
7.88124,9.07938,0
8.58668,7.65259,0
7.79671,8.43892,0
9.0053,6.87801,0
7.69034,7.38728,0
8.06203,7.79352,0
9.25551,6.98514,0
8.11099,7.55601,0
5.80618,5.88382,0
7.26082,7.22828,0
6.08495,8.61128,0
9.24025,7.15937,0
6.35174,8.8837,0
7.46751,7.73401,0
7.35375,8.74861,0
8.67284,8.04736,0
7.38398,8.85907,0
9.74976,8.1865,0
8.65485,7.65413,0
8.09694,8.60007,0
9.17645,4.65053,0
8.86959,7.40992,0
8.5965,8.55617,0
7.20746,9.17194,0
7.16727,8.37552,0
7.21804,7.03529,0
8.2399,8.53074,0
7.02815,8.95057,0
7.55388,7.27482,0
9.21886,7.99918,0
7.05586,8.90252,0
7.15529,8.84031,0
8.30447,8.14926,0
6.3392,8.37548,0
7.34846,6.34858,0
7.52022,7.66099,0
8.52926,7.90612,0
7.55048,9.04763,0
7.73611,7.97459,0
8.89791,7.73893,0
6.75238,7.07372,0
8.01939,8.27236,0
8.30082,8.3996,0
7.59497,7.4499,0
7.6329,6.82998,0
8.3705,6.81638,0
7.94691,7.33669,0
8.51905,7.98995,0
6.38043,5.63236,0
8.20165,5.6709,0
9.42681,6.13818,0
7.49498,7.33526,0
8.76073,9.77732,0
7.5864,8.44282,0
7.52831,7.89326,0
7.97055,8.33666,0
9.73092,8.1186,0
8.12266,6.17569,0
8.1041,6.7811,0
7.27335,7.04365,0
6.57,5.8637,0
6.48785,7.28265,0
8.4855,9.43803,0
7.05745,7.96638,0
8.09639,9.29559,0
7.98327,5.66644,0
8.84962,10.0723,0
6.70542,8.02645,0
7.71032,7.32107,0
9.02882,7.18057,0
6.62683,7.13438,0
8.59634,8.84606,0
6.43722,7.96323,0
11.1622,6.46493,0
6.89766,7.13818,0
8.05416,8.31392,0
7.41652,5.84382,0
8.65658,7.32086,0
7.55544,7.43378,0
8.74521,7.32195,0
7.83969,6.8576,0
9.018,7.29922,0
8.88277,8.95295,0
8.01862,9.12712,0
8.02049,7.60841,0
9.36492,7.69399,0
8.01446,8.9265,0
7.17218,6.92195,0
8.26623,9.02416,0
7.82129,8.56048,0
9.48884,7.96067,0
7.161,6.71216,0
7.64104,7.80109,0
9.21303,7.29253,0
7.37956,7.93204,0
7.46324,9.39321,0
8.29024,6.36222,0
7.92306,7.05697,0
9.0758,9.05011,0
8.866,8.71562,0
8.41446,5.83546,0
8.0547,7.66098,0
7.26397,7.98997,0
5.9336,8.16275,0
7.00506,7.96935,0
8.25088,7.82395,0
8.76604,7.03924,0
9.14502,9.36239,0
6.83298,6.79134,0
7.7933,8.98345,0
7.85228,8.87278,0
8.08059,7.96141,0
8.42066,7.38659,0
9.12205,7.29349,0
7.51857,9.03043,0
9.59529,9.31069,0
9.15084,8.62095,0
8.59157,7.04382,0
9.24942,8.08475,0
8.01469,9.33413,0
7.9805,8.36385,0
8.97277,7.97495,0
7.98673,7.42167,0
8.40581,6.7678,0
7.65158,8.43191,0
7.58459,8.05751,0
7.73739,8.07587,0
8.08396,8.93621,0
8.32693,9.15507,0
7.60044,7.31907,0
8.27653,9.15534,0
8.73474,7.76262,0
5.54556,9.0229,0
7.67005,8.86091,0
8.33525,10.0538,0
8.03952,8.48054,0
6.11993,7.04493,0
9.71791,7.19264,0
8.13126,8.44297,0
7.29131,8.94138,0
7.95076,9.00165,0
10.2975,7.8455,0
8.79721,7.90412,0
9.49321,8.10357,0
7.45021,9.03419,0
8.96514,7.74073,0
8.37193,5.32136,0
9.21452,8.6289,0
7.0341,7.02172,0
6.12252,7.06424,0
8.5071,9.29204,0
8.39716,7.79931,0
8.77058,8.06546,0
7.49647,8.54765,0
7.69558,7.96628,0
8.01748,7.61633,0
8.16716,10.654,0
7.36972,7.83839,0
8.95533,8.22912,0
8.64417,7.55103,0
7.61802,7.42348,0
8.22141,5.99248,0
9.65427,8.29059,0
8.54466,7.49496,0
9.55585,6.15207,0
8.07581,6.81348,0
7.15222,7.27514,0
9.06095,7.99627,0
7.44041,9.04344,0
7.35252,6.75801,0
7.31385,7.67323,0
6.49284,7.91107,0
8.02017,6.20641,0
8.34209,10.0209,0
8.05026,7.34408,0
9.31137,8.99771,0
8.77734,7.55,0
8.2532,7.85877,0
8.18339,7.79383,0
8.23743,9.37426,0
7.68941,7.92081,0
8.30272,9.4446,0
7.96987,7.74707,0
6.60273,8.06102,0
7.70144,9.30128,0
7.87129,9.95458,0
7.73781,9.56198,0
7.3767,7.25412,0
7.78205,8.54168,0
6.64484,7.60188,0
10.251,8.08483,0
7.45879,6.89251,0
8.40623,7.92724,0
7.28586,8.30574,0
6.85596,9.2614,0
8.87282,8.54308,0
7.02252,8.12084,0
7.0374,9.30412,0
10.0646,8.00182,0
7.70299,8.73297,0
6.25658,8.03163,0
8.44456,8.12074,0
8.93601,6.93719,0
8.32749,7.58962,0
6.60025,8.27523,0
7.01094,6.69548,0
10.1259,8.06385,0
7.41707,5.53093,0
8.83213,8.05332,0
7.18671,8.06815,0
7.76448,7.99548,0
7.66805,6.54899,0
7.24264,7.23796,0
6.08731,7.7036,0
9.67936,9.11774,0
8.92544,7.1501,0
6.87542,8.2274,0
7.85729,8.10151,0
7.02501,7.89662,0
8.17845,6.82657,0
7.66058,7.77818,0
9.21637,9.29873,0
8.36516,6.66631,0
8.11224,7.92117,0
6.62842,5.25889,0
7.07283,8.59179,0
8.87465,7.41195,0
8.24019,6.59682,0
8.40242,6.25659,0
8.18139,9.05387,0
8.69371,7.36899,0
7.98949,7.63932,0
7.31931,6.75829,0
9.40224,6.7653,0
8.09252,8.92334,0
8.99102,9.34767,0
8.36332,8.43657,0
10.5939,7.33738,0
9.0594,8.62249,0
9.04734,7.85744,0
8.83049,8.64821,0
8.12391,6.81481,0
8.57873,7.23982,0
9.74895,8.99759,0
7.77841,6.78045,0
9.56557,9.27662,0
7.89129,8.53573,0
7.66701,8.13889,0
9.33465,7.24002,0
7.81085,8.89964,0
8.15377,7.27836,0
9.13943,8.54201,0
6.55188,8.4555,0
8.79619,7.08789,0
8.02164,7.22724,0
7.83864,5.77044,0
7.50492,6.97522,0
8.28015,8.19323,0
7.37239,7.39441,0
9.27503,8.32047,0
8.16671,7.51793,0
8.22737,7.66688,0
8.79169,8.14324,0
6.80197,6.14856,0
8.86332,9.91558,0
6.81093,8.74207,0
8.23371,7.06563,0
9.51879,6.61083,0
8.36178,8.18656,0
8.30156,7.48027,0
8.87639,6.70367,0
8.5909,7.97402,0
8.48098,7.1115,0
7.34169,7.87705,0
8.13426,10.0784,0
8.02554,8.50668,0
8.35323,8.02193,0
6.37493,8.38428,0
9.64479,7.1504,0
6.21461,7.05196,0
9.73258,9.17656,0
7.99966,6.71686,0
9.13617,10.179,0
6.75163,7.89249,0
8.16468,8.43788,0
8.72835,9.03293,0
8.65868,8.96785,0
8.72598,6.78351,0
9.31803,7.8193,0
8.84098,6.76535,0
8.62889,7.78224,0
7.96632,6.23174,0
6.85073,6.53747,0
8.02779,9.06151,0
6.36367,8.16763,0
8.48833,8.57283,0
7.48685,7.96081,0
7.80503,6.86387,0
8.48144,7.28419,0
8.28344,8.78371,0
7.28016,8.95729,0
10.1256,7.02826,0
6.97953,10.4142,0
9.5213,7.8228,0
8.37814,9.14873,0
7.52844,9.24598,0
6.79516,5.2654,0
8.25326,8.72442,0
9.69942,7.63114,0
7.2035,9.33798,0
7.37876,8.59718,0
9.1897,9.43102,0
8.46596,8.45892,0
7.58722,8.5171,0
9.06028,8.04889,0
6.92851,8.35925,0
7.59888,7.81107,0
6.03164,8.07141,0
7.929,7.25438,0
7.43423,8.46384,0
9.48131,8.23401,0
8.26301,7.94841,0
9.36681,7.07529,0
8.16078,6.1286,0
8.40927,7.4537,0
8.31272,7.29227,0
9.09892,10.214,0
6.27624,8.78288,0
9.46559,5.78156,0
8.62852,8.20501,0
7.993,8.23747,0
6.82181,8.16279,0
7.71154,10.7213,0
7.79227,8.01261,0
6.94252,8.50397,0
9.19996,8.26072,0
7.86436,9.09875,0
8.25615,7.34998,0
8.60553,7.80267,0
6.77941,8.15069,0
6.85802,9.3051,0
8.08574,7.76505,0
10.479,8.73572,0
7.7694,8.27799,0
7.29324,8.1694,0
9.60031,6.57133,0
7.26128,9.68509,0
7.63833,6.31713,0
9.17048,8.88465,0
8.61779,7.99539,0
7.5266,8.20088,0
6.14333,8.55235,0
9.67605,9.16111,0
8.46597,6.62505,0
8.8159,9.3613,0
7.72661,8.01074,0
8.21064,7.01177,0
5.95579,7.83524,0
8.03557,8.42102,0
7.02798,7.38367,0
6.82103,8.60971,0
7.15294,5.3433,0
7.04986,8.7684,0
8.19015,6.48343,0
6.86006,8.0982,0
7.98134,7.4646,0
7.57455,9.90762,0
9.34461,9.47103,0
6.26751,8.44491,0
7.44457,7.54879,0
7.28696,7.26022,0
8.04226,6.95563,0
8.00401,8.56298,0
7.59419,9.01731,0
8.65354,8.16239,0
6.71531,8.08961,0
6.45083,8.05215,0
7.7655,8.52952,0
7.87614,6.79932,0
7.64573,7.16982,0
9.6721,8.21896,0
8.45921,10.2146,0
8.36081,7.91492,0
9.06914,7.78747,0
8.88346,7.75851,0
7.91065,7.24437,0
9.75402,6.97592,0
9.36455,9.07019,0
8.79905,8.71663,0
7.83689,6.13372,0
7.34859,6.37537,0
7.95884,6.29838,0
8.75,6.43935,0
9.37125,8.58124,0
7.19611,7.04945,0
8.79543,9.10769,0
9.9605,7.30373,0
7.46,7.42077,0
7.45755,8.97076,0
8.83849,8.2222,0
7.35523,7.48357,0
7.12454,8.30743,0
6.98209,7.6507,0
9.22737,7.71734,0
9.42971,8.2224,0
7.39929,7.19118,0
8.58285,7.47627,0
8.51918,8.74198,0
6.95314,7.79519,0
7.99221,8.32349,0
7.23041,9.45536,0
8.45197,8.6965,0
6.0854,7.15207,0
9.19356,8.40812,0
9.13392,6.08619,0
7.3501,8.31472,0
7.18072,7.87925,0
9.07723,8.22019,0
7.67681,7.85032,0
7.4968,7.38654,0
7.34866,6.96852,0
8.08863,9.08064,0
5.75066,7.97691,0
8.73953,7.70356,0
7.64841,9.00974,0
6.77825,7.64258,0
7.07403,6.12905,0
9.37373,9.43607,0
6.74775,6.99729,0
7.44993,7.93424,0
8.92775,9.20119,0
7.17423,7.37415,0
9.47421,8.43958,0
8.56159,8.03297,0
8.58812,6.63776,0
7.08926,8.73511,0
6.58848,7.49813,0
9.24156,9.45943,0
8.46665,7.16294,0
9.25767,7.39933,0
8.32024,8.77066,0
8.73758,6.02244,0
6.65704,7.33957,0
8.92982,7.36667,0
8.58731,7.68312,0
8.78675,7.35518,0
7.31044,7.8688,0
7.36138,9.04601,0
8.48618,7.7048,0
7.64722,6.91039,0
6.26551,6.87468,0
8.49122,7.7272,0
8.43862,6.55321,0
8.45769,7.20646,0
6.32351,8.63129,0
9.55981,6.27247,0
8.53446,6.54279,0
7.12046,8.65614,0
10.1221,6.77837,0
5.87343,7.73643,0
7.91914,6.38762,0
6.55324,8.86283,0
6.64237,7.03603,0
7.6628,7.8454,0
9.03395,7.42609,0
6.99709,8.25843,0
6.6697,9.10148,0
8.75555,8.00076,0
6.78499,8.00891,0
7.75186,8.42259,0
6.34702,8.44182,0
8.52027,6.89029,0
9.76129,5.92233,0
8.16339,7.60921,0
10.1786,6.55657,0
8.82077,7.32107,0
8.54673,8.151,0
9.23747,8.68586,0
8.20966,6.53528,0
6.66792,7.8627,0
8.58216,8.28972,0
6.21798,8.51878,0
9.5064,7.17964,0
7.58514,5.8744,0
8.41858,9.05792,0
8.04103,6.87275,0
8.09017,8.05666,0
5.77528,8.8755,0
7.81218,8.1455,0
6.98506,8.33916,0
7.5686,8.12445,0
7.26623,7.49765,0
7.04642,7.44523,0
8.64359,8.92187,0
7.38886,7.30925,0
8.79604,9.33326,0
7.70555,6.93157,0
8.33955,9.90576,0
8.14917,8.75429,0
7.20897,7.35241,0
6.37567,7.42698,0
8.52091,7.3132,0
7.4401,6.74138,0
8.18905,6.30259,0
7.32672,8.63466,0
7.26552,8.1802,0
8.87813,7.29044,0
6.0921,7.61809,0
5.93227,8.96328,0
7.68699,6.95645,0
9.51132,7.77858,0
7.07273,7.90696,0
8.10283,7.17124,0
8.71756,6.68511,0
8.647,10.0275,0
7.58664,7.83069,0
6.8914,7.52077,0
9.9646,7.9079,0
6.3908,6.94389,0
7.64747,7.20448,0
7.99403,7.56041,0
7.72167,8.316,0
7.05145,8.4755,0
8.28723,8.8675,0
7.57127,6.18524,0
7.73871,9.31904,0
6.06571,8.68945,0
7.48032,7.19441,0
10.1558,8.48414,0
8.91859,9.49161,0
6.60347,6.63104,0
8.04157,9.09302,0
6.22783,7.55468,0
6.10931,8.19958,0
7.98016,9.37553,0
7.41061,6.6831,0
6.70614,8.01576,0
6.60415,7.56194,0
7.8071,9.40216,0
8.82409,9.09862,0
7.26311,7.616,0
9.33006,8.13831,0
6.43268,8.68606,0
7.7412,7.29637,0
6.47786,8.08086,0
6.61813,8.40516,0
8.61991,5.94682,0
9.67391,6.79878,0
8.73674,7.53462,0
6.29206,6.85802,0
8.38196,9.12185,0
8.66431,7.59748,0
7.50912,8.65256,0
5.86843,8.85823,0
7.85534,7.60276,0
5.75075,7.43392,0
8.79845,9.11695,0
7.62107,9.05979,0
7.23943,9.24398,0
8.00144,6.86407,0
8.50697,8.31202,0
6.2866,8.69245,0
5.84868,7.88083,0
6.475,7.93442,0
7.76251,7.01352,0
7.65082,7.55097,0
8.14681,7.88756,0
9.65355,8.75449,0
6.76353,7.31948,0
7.10915,9.11184,0
7.30836,8.24514,0
7.00695,8.33124,0
7.23649,9.51389,0
6.35271,9.06701,0
8.2415,8.229,0
7.30482,7.60714,0
9.40585,8.76462,0
5.73581,8.03633,0
7.15662,7.76021,0
6.56078,8.64013,0
9.05335,8.01584,0
8.58802,8.02165,0
7.20575,7.73467,0
8.38496,7.76195,0
9.52986,7.56587,0
6.55578,5.92119,0
6.83826,6.60009,0
6.95565,8.26133,0
8.84901,8.50844,0
8.27999,8.83825,0
8.56369,9.38553,0
8.16576,9.84161,0
7.45849,10.0101,0
8.68759,8.31536,0
9.93021,8.81328,0
7.17311,6.68011,0
8.2322,5.56358,0
8.16522,6.33293,0
7.39643,8.95881,0
6.70964,8.38364,0
6.69524,8.13594,0
7.65879,7.91367,0
7.93053,7.48187,0
6.65019,9.03156,0
7.10499,7.30097,0
6.0607,9.03603,0
7.05361,8.00255,0
7.72904,7.31485,0
5.80593,8.21256,0
8.18464,8.28949,0
8.28344,9.15482,0
8.95848,7.36879,0
7.392,9.42052,0
7.22438,7.32434,0
7.97553,7.93811,0
9.53722,7.91704,0
7.93674,7.72377,0
9.30306,6.30259,0
10.3543,9.51916,0
8.53383,7.48103,0
8.53757,8.1157,0
11.0348,6.71708,0
6.94019,7.64348,0
8.98457,7.90819,0
9.2749,8.35446,0
7.83742,8.97013,0
8.31761,7.23096,0
6.985,8.07895,0
8.02786,7.57011,0
7.75891,7.45409,0
8.80724,8.0422,0
6.85832,7.95384,0
7.45379,6.94246,0
8.93419,7.04711,0
6.36847,9.00909,0
10.1195,8.39653,0
8.35643,8.48881,0
7.18214,8.01295,0
8.61182,9.47802,0
8.10018,8.14146,0
8.95291,8.73616,0
6.70616,6.95705,0
8.49548,8.59932,0
7.43203,9.90435,0
8.70128,6.36645,0
7.7963,9.40555,0
9.66955,9.5371,0
7.09393,9.56339,0
7.52046,7.57977,0
7.01161,8.18922,0
7.86221,8.34206,0
7.16926,8.58937,0
9.90491,7.3778,0
7.86332,6.58138,0
7.5742,8.22732,0
8.84749,7.3341,0
7.06543,7.58459,0
8.70684,9.51853,0
6.05943,8.79949,0
6.15818,7.21205,0
8.32504,8.0473,0
7.92425,6.83442,0
8.73593,7.22727,0
7.05764,9.75043,0
7.43047,8.58227,0
